Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache
Oeschgen;5072;0;Oeschgen;4175;AG;2643710.8960000016;1263754.1050000004;de
Schwaderloch;5326;0;Schwaderloch;4176;AG;2653096.403999999;1270788.9100000001;de
Sisseln AG;4334;0;Sisseln;4177;AG;2641154.136;1266970.3000000007;de
Ueken;5028;0;Ueken;4179;AG;2645587.7580000013;1259679.4860000014;de
Wittnau;5064;0;Wittnau;4181;AG;2640415.4910000004;1259034.892000001;de
Wölflinswil;5063;0;Wölflinswil;4182;AG;2642000.528000001;1256933.8610000014;de
Zeihen;5079;0;Zeihen;4183;AG;2648922.2630000003;1258487.2980000004;de
Oberhofen AG;5273;0;Mettauertal;4184;AG;2652292.482999999;1267321.193;de
Mettau;5274;0;Mettauertal;4184;AG;2651744.1110000014;1268404.8559999987;de
Etzgen;5275;0;Mettauertal;4184;AG;2650176.8489999995;1269400.7190000005;de
Wil AG;5276;0;Mettauertal;4184;AG;2653767.5100000016;1268004.1440000013;de
Hottwil;5277;0;Mettauertal;4184;AG;2654398.3999999985;1266597.129999999;de
Hornussen;5075;0;Böztal;4185;AG;2647043.2459999993;1261076.1620000005;de
Bözen;5076;0;Böztal;4185;AG;2648726.8669999987;1260725.0130000003;de
Elfingen;5077;0;Böztal;4185;AG;2649740.3729999997;1261993.0870000012;de
Effingen;5078;0;Böztal;4185;AG;2650135.7980000004;1259997.017000001;de
Ammerswil AG;5600;3;Ammerswil;4191;AG;2658200.572999999;1247006.039999999;de
Boniswil;5706;0;Boniswil;4192;AG;2656389.4439999983;1240747.7250000015;de
Brunegg;5505;0;Brunegg;4193;AG;2658731.41;1252306.4530000016;de
Dintikon;5606;0;Dintikon;4194;AG;2659542.5940000005;1245967.0799999982;de
Egliswil;5704;0;Egliswil;4195;AG;2656443.5500000007;1244589.1510000005;de
Fahrwangen;5615;0;Fahrwangen;4196;AG;2660785.8630000018;1238528.5040000007;de
Hallwil;5705;0;Hallwil;4197;AG;2655732.0029999986;1242241.6829999983;de
Hendschiken;5604;0;Hendschiken;4198;AG;2658772.598000001;1248635.5540000014;de
Holderbank AG;5113;0;Holderbank (AG);4199;AG;2655228.5810000002;1253605.9329999983;de
Hunzenschwil;5502;0;Hunzenschwil;4200;AG;2651681.2569999993;1248355.171;de
Lenzburg;5600;0;Lenzburg;4201;AG;2655924.978;1248846.3339999989;de
Meisterschwanden;5616;0;Meisterschwanden;4202;AG;2660193.631000001;1238554.7850000001;de
Tennwil;5617;0;Meisterschwanden;4202;AG;2659153.8630000018;1239835.7699999996;de
Wildegg;5103;0;Möriken-Wildegg;4203;AG;2654827.484000001;1251927.835000001;de
Möriken AG;5103;2;Möriken-Wildegg;4203;AG;2656775.870000001;1252012.2650000006;de
Niederlenz;5702;0;Niederlenz;4204;AG;2655234.3709999993;1250466.1849999987;de
Othmarsingen;5504;0;Othmarsingen;4205;AG;2658238.517999999;1250429.7950000018;de
Rupperswil;5102;0;Rupperswil;4206;AG;2652533.6389999986;1250449.0190000013;de
Schafisheim;5503;0;Schafisheim;4207;AG;2653138.916000001;1247721.5540000014;de
Seengen;5707;0;Seengen;4208;AG;2657785.302000001;1242006.4549999982;de
Seon;5703;0;Seon;4209;AG;2654264.7699999996;1244173.9690000005;de
Staufen;5603;0;Staufen;4210;AG;2654692.1499999985;1248020.2760000005;de
Abtwil AG;5646;0;Abtwil;4221;AG;2669471.2939999998;1225299.0040000007;de
Aristau;5628;0;Aristau;4222;AG;2669772.908;1237748.2430000007;de
Auw;5644;0;Auw;4223;AG;2670334.708999999;1229210.563000001;de
Beinwil (Freiamt);5637;0;Beinwil (Freiamt);4224;AG;2668747.232000001;1231431.8649999984;de
Besenbüren;5627;0;Besenbüren;4226;AG;2668461.7809999995;1240517;de
Bettwil;5618;0;Bettwil;4227;AG;2662625.094999999;1238081.8159999996;de
Boswil;5623;0;Boswil;4228;AG;2665808.0780000016;1239579.120000001;de
Bünzen;5624;0;Bünzen;4229;AG;2667146.6160000004;1240227.4160000011;de
Waldhäusern AG;5624;2;Bünzen;4229;AG;2666259.0659999996;1242148.2639999986;de
Buttwil;5632;0;Buttwil;4230;AG;2666227.2989999987;1235772.3969999999;de
Dietwil;6042;0;Dietwil;4231;AG;2672382.4679999985;1222292.0469999984;de
Geltwil;5637;2;Geltwil;4232;AG;2667174.818;1233500.6429999992;de
Kallern;5625;0;Kallern;4233;AG;2664623.465;1240606.4459999986;de
Merenschwand;5634;0;Merenschwand;4234;AG;2670927.870000001;1234793.5329999998;de
Benzenschwil;5636;0;Merenschwand;4234;AG;2670036.0529999994;1233254.7840000018;de
Mühlau;5642;0;Mühlau;4235;AG;2672074.033;1231440.5480000004;de
Muri AG;5630;0;Muri (AG);4236;AG;2668106.2080000006;1236104.5960000008;de
Oberrüti;5647;0;Oberrüti;4237;AG;2672595.153999999;1224298.1590000018;de
Rottenschwil;8919;0;Rottenschwil;4238;AG;2670113.8099999987;1240808.6240000017;de
Sins;5643;0;Sins;4239;AG;2668800.438000001;1226651.8440000005;de
Sins;5643;0;Sins;4239;AG;2672506.7399999984;1227517.8359999992;de
Alikon;5643;2;Sins;4239;AG;2669795.8999999985;1228040.506000001;de
Meienberg;5643;3;Sins;4239;AG;2671047.2250000015;1227854.3630000018;de
Aettenschwil;5645;0;Sins;4239;AG;2670592.1779999994;1226562.914999999;de
Fenkrieden;5645;2;Sins;4239;AG;2670602.8139999993;1223777.9530000016;de
Waltenschwil;5622;0;Waltenschwil;4240;AG;2665262.287999999;1242916.9649999999;de
Hellikon;4316;0;Hellikon;4251;AG;2636502.5529999994;1261993.9629999995;de
Kaiseraugst;4303;0;Kaiseraugst;4252;AG;2621556.726;1265470.2580000013;de
Magden;4312;0;Magden;4253;AG;2628032.75;1264531.982999999;de
Möhlin;4313;0;Möhlin;4254;AG;2630463.870000001;1267968.3280000016;de
Mumpf;4322;0;Mumpf;4255;AG;2636448.4750000015;1266226.7199999988;de
Obermumpf;4324;0;Obermumpf;4256;AG;2637270.6689999998;1264514.6920000017;de
Olsberg;4305;0;Olsberg;4257;AG;2625965.368999999;1263402.6790000014;de
Rheinfelden;4310;0;Rheinfelden;4258;AG;2626654.3630000018;1267108.2540000007;de
Schupfart;4325;0;Schupfart;4259;AG;2639773.5650000013;1262642.232999999;de
Stein AG;4332;0;Stein (AG);4260;AG;2638601.6050000004;1265980.335000001;de
Wallbach;4323;0;Wallbach;4261;AG;2634753.6389999986;1268089.9690000005;de
Wegenstetten;4317;0;Wegenstetten;4262;AG;2637426.397999998;1261001.4519999996;de
Zeiningen;4314;0;Zeiningen;4263;AG;2632474.0309999995;1265799.568;de
Zuzgen;4315;0;Zuzgen;4264;AG;2634525.0210000016;1263867.7639999986;de
Aarburg;4663;0;Aarburg;4271;AG;2634825.715;1241201.3060000017;de
Bottenwil;4814;0;Bottenwil;4273;AG;2642848.2399999984;1237249.3060000017;de
Brittnau;4805;0;Brittnau;4274;AG;2638578.84;1234347.9510000013;de
Kirchleerau;5054;1;Kirchleerau;4275;AG;2647639.6959999986;1236356.7309999987;de
Kölliken;5742;0;Kölliken;4276;AG;2644647.2749999985;1243183.890999999;de
Moosleerau;5054;2;Moosleerau;4277;AG;2647368.478;1235544.4290000014;de
Murgenthal;4853;0;Murgenthal;4279;AG;2629790.8999999985;1235020.8280000016;de
Riken AG;4853;2;Murgenthal;4279;AG;2631094.1939999983;1236228.7250000015;de
Glashütten;4856;0;Murgenthal;4279;AG;2630795.658;1234274.6429999992;de
Oftringen;4665;0;Oftringen;4280;AG;2637192.8330000006;1240055.5370000005;de
Attelwil;5056;0;Reitnau;4281;AG;2645870.028999999;1234768.6009999998;de
Reitnau;5057;0;Reitnau;4281;AG;2646197.719999999;1233524.859000001;de
Rothrist;4852;0;Rothrist;4282;AG;2633234.659000002;1239572.642000001;de
Safenwil;5745;0;Safenwil;4283;AG;2641093.5190000013;1240886.4100000001;de
Staffelbach;5053;0;Staffelbach;4284;AG;2645672.8790000007;1237156.675999999;de
Wittwil;5053;2;Staffelbach;4284;AG;2645459.965;1237913.796;de
Strengelbach;4802;0;Strengelbach;4285;AG;2636991.4450000003;1236670.4230000004;de
Uerkheim;4813;0;Uerkheim;4286;AG;2644333.030000001;1239642.375;de
Vordemwald;4803;0;Vordemwald;4287;AG;2634619.3940000013;1235842.7250000015;de
Wiliberg;5058;0;Wiliberg;4288;AG;2644175.6350000016;1235355.3949999996;de
Zofingen;4800;0;Zofingen;4289;AG;2638310.8079999983;1237670.6779999994;de
Mühlethal;4812;0;Zofingen;4289;AG;2640800.9239999987;1239084.7490000017;de
Kleindöttingen;5314;0;Böttstein;4303;AG;2660789.223000001;1269029.6240000017;de
Böttstein;5315;0;Böttstein;4303;AG;2659060.0819999985;1267497.4670000002;de
Döttingen;5312;0;Döttingen;4304;AG;2661707.851;1269139.2149999999;de
Endingen;5304;0;Endingen;4305;AG;2664093.1110000014;1265455.6000000015;de
Unterendingen;5305;0;Endingen;4305;AG;2664193.4519999996;1266662.8559999987;de
Fisibach;5467;0;Fisibach;4306;AG;2672945.9329999983;1268385.5579999983;de
Full-Reuenthal;5324;0;Full-Reuenthal;4307;AG;2657457.8189999983;1273399.3150000013;de
Klingnau;5313;0;Klingnau;4309;AG;2661027.2919999994;1270334.5859999992;de
Koblenz;5322;0;Koblenz;4310;AG;2660129.6730000004;1273325.4569999985;de
Leibstadt;5325;0;Leibstadt;4311;AG;2655785.284000002;1271485.9290000014;de
Lengnau AG;5426;0;Lengnau (AG);4312;AG;2667064.0659999996;1263630.7930000015;de
Leuggern;5316;0;Leuggern;4313;AG;2658548.096000001;1270214.004999999;de
Hettenschwil;5317;0;Leuggern;4313;AG;2657025.283;1269724.9180000015;de
Mellikon;5465;0;Mellikon;4314;AG;2668401.8779999986;1268882.9499999993;de
Schneisingen;5425;0;Schneisingen;4318;AG;2669894.8680000007;1263700.4329999983;de
Siglistorf;5462;0;Siglistorf;4319;AG;2670918.028000001;1266545.8170000017;de
Tegerfelden;5306;0;Tegerfelden;4320;AG;2664054.5370000005;1267714.6059999987;de
Rietheim;5323;0;Zurzach;4324;AG;2663323.4739999995;1272712.6539999992;de
Bad Zurzach;5330;0;Zurzach;4324;AG;2664447.892999999;1270505.2789999992;de
Rekingen AG;5332;0;Zurzach;4324;AG;2666885.9739999995;1269181.8159999996;de
Baldingen;5333;0;Zurzach;4324;AG;2666399.4919999987;1267596.5700000003;de
Böbikon;5334;0;Zurzach;4324;AG;2667325.0670000017;1267351.7129999995;de
Wislikofen;5463;0;Zurzach;4324;AG;2669555.1350000016;1267825.9750000015;de
Rümikon AG;5464;0;Zurzach;4324;AG;2670651.7540000007;1268535.085000001;de
Kaiserstuhl AG;5466;0;Zurzach;4324;AG;2673861.666000001;1268967.745000001;de
Arbon;9320;0;Arbon;4401;TG;2750505.5749999993;1264637.449000001;de
Frasnacht;9320;2;Arbon;4401;TG;2748130.7080000006;1265922.324000001;de
Stachen;9320;3;Arbon;4401;TG;2748498.1609999985;1263633.7019999996;de
Dozwil;8582;0;Dozwil;4406;TG;2741541.0080000013;1271179.3150000013;de
Steinebrunn;9314;0;Egnach;4411;TG;2743410.9679999985;1266582.989;de
Neukirch (Egnach);9315;0;Egnach;4411;TG;2745393.561999999;1266007.1339999996;de
Winden;9315;2;Egnach;4411;TG;2744492.416000001;1263464.0439999998;de
Egnach;9322;0;Egnach;4411;TG;2746355.5069999993;1267764.5350000001;de
Hefenhofen;8580;7;Hefenhofen;4416;TG;2739986.9930000007;1269889.9510000013;de
Horn;9326;0;Horn;4421;TG;2752540.9169999994;1262310.1039999984;de
Kesswil;8593;0;Kesswil;4426;TG;2741255.329;1273102.0890000015;de
Freidorf TG;9306;0;Roggwil (TG);4431;TG;2747604.232000001;1261345.8740000017;de
Roggwil TG;9325;0;Roggwil (TG);4431;TG;2747492.1900000013;1262886.493999999;de
Romanshorn;8590;0;Romanshorn;4436;TG;2745288.390999999;1270027.335000001;de
Salmsach;8599;0;Salmsach;4441;TG;2745719.8900000006;1269016.0139999986;de
Sommeri;8580;3;Sommeri;4446;TG;2739318.004999999;1270141.7250000015;de
Uttwil;8592;0;Uttwil;4451;TG;2743101.3880000003;1272055.4189999998;de
Amriswil;8580;0;Amriswil;4461;TG;2739929.6209999993;1267685.3299999982;de
Hagenwil b. Amriswil;8580;5;Amriswil;4461;TG;2740698.530000001;1265931.0089999996;de
Biessenhofen;8580;8;Amriswil;4461;TG;2737134.1849999987;1267791.2149999999;de
Schocherswil;8581;0;Amriswil;4461;TG;2737604.5100000016;1266738.232999999;de
Oberaach;8587;0;Amriswil;4461;TG;2737594.0359999985;1269185.1739999987;de
Bischofszell;9220;0;Bischofszell;4471;TG;2735652.8680000007;1261917.5450000018;de
Schweizersholz;9223;0;Bischofszell;4471;TG;2732766.8139999993;1262703.2650000006;de
Halden;9223;1;Bischofszell;4471;TG;2733400.2820000015;1263006.1629999988;de
Erlen;8586;0;Erlen;4476;TG;2735178.2459999993;1267915.8660000004;de
Kümmertshausen;8586;3;Erlen;4476;TG;2735884.697999999;1269856.947999999;de
Riedt b. Erlen;8586;5;Erlen;4476;TG;2733806.5249999985;1267612.3759999983;de
Buchackern;8586;7;Erlen;4476;TG;2735057.629999999;1266862.489;de
Engishofen;8586;8;Erlen;4476;TG;2736288.75;1268875.375;de
Ennetaach;8586;9;Erlen;4476;TG;2733781.9849999994;1268008.8139999993;de
Hauptwil;9213;0;Hauptwil-Gottshaus;4486;TG;2736755.4979999997;1260454.1290000007;de
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;4486;TG;2738974.609000001;1261974.0929999985;de
St. Pelagiberg;9225;1;Hauptwil-Gottshaus;4486;TG;2740454.3330000006;1261489.5940000005;de
Heldswil;9216;0;Hohentannen;4495;TG;2734218.4010000005;1265892.857999999;de
Hohentannen;9216;2;Hohentannen;4495;TG;2734461.8249999993;1263658.6000000015;de
Kradolf;9214;2;Kradolf-Schönenberg;4501;TG;2732741.601;1265313.686999999;de
Schönenberg an der Thur;9215;0;Kradolf-Schönenberg;4501;TG;2732559.824000001;1264885.1369999982;de
Buhwil;9215;2;Kradolf-Schönenberg;4501;TG;2730094.7760000005;1265475.5659999996;de
Neukirch an der Thur;9217;0;Kradolf-Schönenberg;4501;TG;2730486.833999999;1263624.511;de
Sulgen;8583;0;Sulgen;4506;TG;2731379.7580000013;1267274.9189999998;de
Götighofen;8583;1;Sulgen;4506;TG;2733817.3170000017;1266446.4750000015;de
Donzhausen;8583;2;Sulgen;4506;TG;2732281.2250000015;1268533.6369999982;de
Zihlschlacht;8588;0;Zihlschlacht-Sitterdorf;4511;TG;2736998.079999998;1264979.4730000012;de
Sitterdorf;8589;0;Zihlschlacht-Sitterdorf;4511;TG;2736339.715999998;1263133.438000001;de
Basadingen;8254;0;Basadingen-Schlattingen;4536;TG;2697989.833999999;1280923.6799999997;de
Schlattingen;8255;0;Basadingen-Schlattingen;4536;TG;2700014.3139999993;1280428.9640000015;de
Diessenhofen;8253;0;Diessenhofen;4545;TG;2698354.677000001;1282975.993999999;de
Willisdorf;8253;2;Diessenhofen;4545;TG;2697583.7710000016;1281693.9690000005;de
Schlatt TG;8252;0;Schlatt (TG);4546;TG;2694961.408;1279756.8429999985;de
Aadorf;8355;0;Aadorf;4551;TG;2709949.403999999;1261088.4580000006;de
Ettenhausen TG;8356;0;Aadorf;4551;TG;2710021.800999999;1259647.0280000009;de
Guntershausen b. Aadorf;8357;0;Aadorf;4551;TG;2711429.368999999;1259214.7490000017;de
Häuslenen;8522;0;Aadorf;4551;TG;2710301.6389999986;1265047.0610000007;de
Aawangen;8522;2;Aadorf;4551;TG;2710074.8869999982;1263407.199000001;de
Wittenwil;9547;0;Aadorf;4551;TG;2712002.4789999984;1262572.063000001;de
Felben-Wellhausen;8552;0;Felben-Wellhausen;4561;TG;2713154.0639999993;1270662.7809999995;de
Frauenfeld;8500;0;Frauenfeld;4566;TG;2709858.1739999987;1268274.6479999982;de
Gerlikon;8500;4;Frauenfeld;4566;TG;2708404.5650000013;1266138.4090000018;de
Islikon;8546;0;Gachnang;4571;TG;2705916.416000001;1267286.6559999995;de
Kefikon TG;8546;2;Gachnang;4571;TG;2705012.1680000015;1267553.9719999991;de
Gachnang;8547;0;Gachnang;4571;TG;2706345.8550000004;1266192.572999999;de
Harenwilen;8553;2;Hüttlingen;4590;TG;2717514.6039999984;1270102.7690000013;de
Mettendorf TG;8553;3;Hüttlingen;4590;TG;2715197.8630000018;1270756.7749999985;de
Hüttlingen;8553;4;Hüttlingen;4590;TG;2716057.5549999997;1270694.039999999;de
Eschikofen;8553;5;Hüttlingen;4590;TG;2717821.5;1271074.625;de
Matzingen;9548;0;Matzingen;4591;TG;2712515.329;1264333.9569999985;de
Niederneunforn;8525;0;Neunforn;4601;TG;2700737.454;1272474.4050000012;de
Oberneunforn;8526;0;Neunforn;4601;TG;2699870.973000001;1273652.1959999986;de
Stettfurt;9507;0;Stettfurt;4606;TG;2714117.0819999985;1264860.9299999997;de
Thundorf;8512;0;Thundorf;4611;TG;2714787.4690000005;1267224.0830000006;de
Lustdorf;8512;2;Thundorf;4611;TG;2716495.1570000015;1267782.2710000016;de
Wetzikon TG;8512;3;Thundorf;4611;TG;2717640.539999999;1266412.789999999;de
Uesslingen;8524;0;Uesslingen-Buch;4616;TG;2705172.1680000015;1270911.0309999995;de
Buch b. Frauenfeld;8524;2;Uesslingen-Buch;4616;TG;2705228.550999999;1273020.8099999987;de
Warth;8532;0;Warth-Weiningen;4621;TG;2707958.4789999984;1271378.072999999;de
Weiningen TG;8532;2;Warth-Weiningen;4621;TG;2709263.6339999996;1271895.0190000013;de
Altnau;8595;0;Altnau;4641;TG;2736770.8040000014;1274623.7840000018;de
Bottighofen;8598;0;Bottighofen;4643;TG;2733352.208999999;1278190.4800000004;de
Ermatingen;8272;0;Ermatingen;4646;TG;2723302.563000001;1281204.5859999992;de
Triboltingen;8273;0;Ermatingen;4646;TG;2725376.0529999994;1280372.136;de
Gottlieben;8274;2;Gottlieben;4651;TG;2727308.3960000016;1280615.3339999989;de
Güttingen;8594;0;Güttingen;4656;TG;2738941.1279999986;1274074.0229999982;de
Hugelshofen;8565;0;Kemmental;4666;TG;2726073.712000001;1273354.3610000014;de
Neuwilen;8566;0;Kemmental;4666;TG;2727465.6669999994;1275745.3000000007;de
Dotnacht;8566;2;Kemmental;4666;TG;2728031.9070000015;1273557.7800000012;de
Ellighausen;8566;4;Kemmental;4666;TG;2727581.631000001;1275042.427000001;de
Lippoldswilen;8566;5;Kemmental;4666;TG;2725768.125;1274696.2710000016;de
Siegershausen;8573;0;Kemmental;4666;TG;2730055.780000001;1274834.7010000013;de
Alterswilen;8573;2;Kemmental;4666;TG;2729046.3680000007;1274629.9200000018;de
Altishausen;8573;3;Kemmental;4666;TG;2730250.6739999987;1273723.6220000014;de
Kreuzlingen;8280;0;Kreuzlingen;4671;TG;2730330.166000001;1278554.2300000004;de
Langrickenbach;8585;4;Langrickenbach;4681;TG;2736057.25;1271854.875;de
Zuben;8585;5;Langrickenbach;4681;TG;2735189.9010000005;1274440.0760000013;de
Schönenbaumgarten;8585;7;Langrickenbach;4681;TG;2734734.0749999993;1275285.802000001;de
Herrenhof;8585;8;Langrickenbach;4681;TG;2735727.625;1273470.75;de
Illighausen;8574;1;Lengwil;4683;TG;2732961.778000001;1274057.9780000001;de
Oberhofen TG;8574;2;Lengwil;4683;TG;2732026.3310000002;1275699.7939999998;de
Lengwil;8574;3;Lengwil;4683;TG;2732939.8200000003;1275365.631000001;de
Lengwil;8574;3;Lengwil;4683;TG;2731641.208999999;1276491.0190000013;de
Dettighofen (Lengwil);8574;4;Lengwil;4683;TG;2732446.3729999997;1275931.8399999999;de
Scherzingen;8596;0;Münsterlingen;4691;TG;2734116.6790000014;1277227.818;de
Münsterlingen;8596;1;Münsterlingen;4691;TG;2735006.3429999985;1277186.879999999;de
Landschlacht;8597;0;Münsterlingen;4691;TG;2735744.098000001;1276555.3189999983;de
Tägerwilen;8274;0;Tägerwilen;4696;TG;2727560.177000001;1279627.3559999987;de
Hefenhausen;8564;0;Wäldi;4701;TG;2722210.574000001;1275186.2919999994;de
Engwilen;8564;2;Wäldi;4701;TG;2724566.033;1275366.3999999985;de
Sonterswil;8564;3;Wäldi;4701;TG;2723242.7129999995;1275754.8379999995;de
Wäldi;8564;4;Wäldi;4701;TG;2724420.0249999985;1277249.6999999993;de
Lipperswil;8564;5;Wäldi;4701;TG;2721371.3660000004;1275291.5329999998;de
Hattenhausen;8564;7;Wäldi;4701;TG;2722376.6970000006;1276049.6970000006;de
Gunterswilen;8564;8;Wäldi;4701;TG;2723087.6609999985;1277388.5659999996;de
Affeltrangen;9556;0;Affeltrangen;4711;TG;2719841.765999999;1265131.9169999994;de
Zezikon;9556;2;Affeltrangen;4711;TG;2719142.6220000014;1266101.9670000002;de
Märwil;9562;0;Affeltrangen;4711;TG;2723175.1059999987;1265918.449000001;de
Buch b. Märwil;9562;2;Affeltrangen;4711;TG;2721905.625;1266471.75;de
Bettwiesen;9553;0;Bettwiesen;4716;TG;2719665.511;1261570.6490000002;de
Balterswil;8362;0;Bichelsee-Balterswil;4721;TG;2713038.5549999997;1256898.4869999997;de
Bichelsee;8363;0;Bichelsee-Balterswil;4721;TG;2711814.063000001;1256638.7199999988;de
Braunau;9502;0;Braunau;4723;TG;2722995.0210000016;1262716.5830000006;de
Eschlikon TG;8360;0;Eschlikon;4724;TG;2715018.0830000006;1258316.7930000015;de
Wallenwil;8360;2;Eschlikon;4724;TG;2714380.136;1257092.5069999993;de
Dussnang;8374;0;Fischingen;4726;TG;2714954.9340000004;1254389.3770000003;de
Oberwangen TG;8374;2;Fischingen;4726;TG;2715776.8999999985;1254358.7380000018;de
Fischingen;8376;0;Fischingen;4726;TG;2715436.039000001;1252413.579;de
Au TG;8376;2;Fischingen;4726;TG;2714362.4750000015;1250761.2360000014;de
Lommis;9506;0;Lommis;4741;TG;2717446.4360000007;1264081.4809999987;de
Weingarten-Kalthäusern;9508;0;Lommis;4741;TG;2716003.3830000013;1264740.811999999;de
Münchwilen TG;9542;0;Münchwilen (TG);4746;TG;2717610.583999999;1259941.75;de
St. Margarethen TG;9543;0;Münchwilen (TG);4746;TG;2717754.7569999993;1260699.6180000007;de
Rickenbach b. Wil;9532;0;Rickenbach (TG);4751;TG;2721683.583999999;1256577.2049999982;de
Schönholzerswilen;8577;0;Schönholzerswilen;4756;TG;2728213.0020000003;1264307.1290000007;de
Sirnach;8370;0;Sirnach;4761;TG;2717534.3610000014;1257972.829;de
Busswil TG;8371;0;Sirnach;4761;TG;2718929.631000001;1257039.0839999989;de
Wiezikon b. Sirnach;8372;0;Sirnach;4761;TG;2716733.579;1256660.6119999997;de
Littenheid;9573;0;Sirnach;4761;TG;2718428.5100000016;1255621.9059999995;de
Tägerschen;9554;0;Tobel-Tägerschen;4776;TG;2719845.096000001;1263014.1600000001;de
Tobel;9555;0;Tobel-Tägerschen;4776;TG;2720355.1499999985;1263898.557;de
Wängi;9545;0;Wängi;4781;TG;2714203.1750000007;1262220.3420000002;de
Tuttwil;9546;0;Wängi;4781;TG;2713033.061999999;1260246.8260000013;de
Wilen b. Wil;9535;0;Wilen (TG);4786;TG;2720336.6950000003;1256866.6110000014;de
Wuppenau;9514;0;Wuppenau;4791;TG;2725443.5929999985;1261835.5540000014;de
Hosenruck;9515;0;Wuppenau;4791;TG;2726890.8209999986;1261316.0199999996;de
Berlingen;8267;0;Berlingen;4801;TG;2718478.3940000013;1281616.7309999987;de
Eschenz;8264;0;Eschenz;4806;TG;2707924.289999999;1278309.2410000004;de
Lanzenneunforn;8506;0;Herdern;4811;TG;2712699.6039999984;1275813.1530000009;de
Herdern;8535;0;Herdern;4811;TG;2710605.552000001;1273717.3469999991;de
Hörhausen;8507;0;Homburg;4816;TG;2715082.2289999984;1276842.484000001;de
Homburg;8508;0;Homburg;4816;TG;2717972.954;1277233.2950000018;de
Hüttwilen;8536;0;Hüttwilen;4821;TG;2707866.1559999995;1274122.3759999983;de
Nussbaumen TG;8537;0;Hüttwilen;4821;TG;2704545.802000001;1276083.8940000013;de
Uerschhausen;8537;2;Hüttwilen;4821;TG;2703693.427000001;1274133.7930000015;de
Mammern;8265;0;Mammern;4826;TG;2711075.2080000006;1278287.2080000006;de
Müllheim Dorf;8555;0;Müllheim;4831;TG;2718195.9899999984;1273681.9589999989;de
Pfyn;8505;0;Pfyn;4841;TG;2714523.0590000004;1272631.6579999998;de
Dettighofen;8505;2;Pfyn;4841;TG;2713563.936999999;1275100.677000001;de
Raperswilen;8558;0;Raperswilen;4846;TG;2720530.5480000004;1276963.3550000004;de
